GEOID,TOT,REP,DEM,OTH
37129000H02,20756,12700,7685,371
3703900PCHT,9635,7284,2136,215
37183018-07,18563,9962,8063,538
37183004-02,13389,4567,8408,414
37183013-02,11139,4669,6159,311
37025001-02,13872,8841,4670,361
37063000041,6471,144,6268,59
37063000039,17880,4482,13123,275
37183007-06,19388,8094,10866,428
37011000017,2351,1993,295,63
37071000016,21367,13682,7207,478
37193000108,6690,4330,2177,183
37193000121,8735,6930,1612,193
370210020.1,5247,786,4297,164
370210046.1,7082,3195,3711,176
370210039.3,13045,6402,6298,345
37035000036,11123,6442,4389,292
37153000011,5029,2976,2000,53
37119000086,11182,5957,4990,235
3710900CF19,8349,5895,2230,224
3708300RR-5,4161,2483,1604,74
37119000128,14470,4319,9758,393
37119000028,9659,1411,7942,306
37119000048,10673,5400,5056,217
3703100PKNL,6600,4137,2353,110
37017000P35,2874,1190,1627,57
37093000003,3476,1256,2141,79
371070000FC,18934,12822,5790,322
37119000068,8545,2400,5905,240
3713300SF18,21722,16120,4911,691
37123000WAD,2135,894,1214,27
37183004-12,15179,5644,9113,422
37047000P04,1492,918,548,26
371170000HS,1133,342,775,16
37193000104,7488,5555,1776,157
3712500PHA2,10643,7275,3213,155
37081000H14,7445,4381,2906,158
37081000G17,9125,3539,5343,243
37081000G13,7010,1806,5019,185
3717900029B,8087,4883,2968,236
37129000W18,7196,3477,3437,282
37183004-04,8713,2856,5572,285
37183015-03,25676,15071,9930,675
37183020-09,15074,6087,8583,404
37183012-04,24704,15185,8820,699
37183001-33,9108,2926,6014,168
37183001-36,13967,6221,7432,314
3705100CC26,13872,3165,10323,384
370530000CI,1314,1005,278,31
37129000W08,7391,2527,4611,253
370150000WH,4745,2667,2022,56
37119000035,9168,3620,5341,207
3703900TOPT,1909,1605,285,19
37155000024,4018,2429,1536,53
371870000P3,10543,5374,5006,163
37183004-15,13480,4539,8461,480
3703300LOCU,9062,3928,5016,118
370210029.2,14469,4626,9411,432
3710700000I,7699,5195,2378,126
3707900ARBA,4304,1967,2281,56
37065000401,2783,1052,1680,51
3714701510A,11225,6233,4775,217
3705500DUCK,2874,1465,1374,35
371350000CO,12690,1512,10914,264
371010PR23A,20404,13511,6337,556
37119000071,10082,5152,4698,232
37119000059,6375,2327,3831,217
37155000007,2899,1223,1642,34
37119000072,8055,3468,4372,215
3710900BS26,9688,6480,2980,228
370210062.1,12088,4643,7133,312
370210043.2,7665,3058,4314,293
3719500PRWA,3646,559,3021,66
37171000028,4798,3625,1059,114
3702700PR16,6763,3146,3413,204
370530000GW,1395,1126,231,38
371290000WB,10776,6162,4392,222
3708100G40B,7595,3219,4171,205
3708100NDRI,12931,9078,3583,270
37067000066,11117,7314,3504,299
37179000018,14941,9621,5029,291
3717900037B,7755,5167,2426,162
37025002-07,16558,9221,6981,356
3719907-BRU,1814,1153,626,35
37067000031,9719,5671,3806,242
37183002-03,16367,8716,7227,424
370910000BR,1888,352,1517,19
370150000M1,3332,1688,1611,33
3703100NRIV,3060,1254,1755,51
371350000DM,11736,1630,9821,285
37119000012,10212,1146,8781,285
370210063.1,2778,1505,1184,89
3703100PELE,6090,4559,1381,150
37009000002,5635,4183,1307,145
37119000029,9186,2041,6882,263
37183007-12,14382,4395,9618,369
37055000COL,15869,9039,6447,383
37169000001,3756,2851,817,88
37067000112,14484,9409,4735,340
37081000G54,10865,1090,9568,207
3708100H20A,5926,2546,3198,182
37129000W13,8332,2221,5752,359
37129000W12,8756,3200,5305,251
3705100CC34,9642,5186,4203,253
370530000KI,4577,3643,803,131
37067000704,9069,2521,6253,295
37063000005,21002,2093,18468,441
37183008-06,11543,2688,8441,414
37183004-06,15938,5760,9830,348
37183007-03,8786,3378,5176,232
37139000SAL,5378,3701,1579,98
3714100CF11,14376,9773,4136,467
37191000006,11763,6316,5213,234
37035000039,11696,7780,3653,263
37119000117,9323,2029,6997,297
37173ALARKA,3582,2315,1174,93
3708300CONC,1497,368,1108,21
37119000090,8352,3705,4403,244
37119000113,17718,8673,8648,397
371150SANDY,2328,1364,890,74
37081000G62,6972,2246,4558,168
37183004-17,9914,2992,6587,335
37135000EA1,11683,1748,9682,253
37067000052,6213,3325,2732,156
37177000014,284,248,32,4
37119000123,11467,2012,9139,316
37119000108,9233,1228,7750,255
37047000P05,1828,1444,354,30
371190107.1,16835,2588,13843,404
370030000B2,16198,12168,3562,468
37183002-01,17218,7941,8858,419
37047000P21,5082,3409,1589,84
37183017-06,11373,5220,5929,224
37115REVERE,1264,570,656,38
37081000G45,10129,1201,8603,325
37081000G28,5594,2039,3389,166
37189000009,2716,1563,1089,64
37067000905,11265,2956,8031,278
37011000008,1419,1159,230,30
37063000048,9370,1537,7632,201
37121000002,1427,1266,152,9
37067000054,13140,7375,5489,276
37011000007,1099,991,87,21
37067000706,5869,2108,3560,201
37183008-07,14272,6871,7022,379
3714701507B,6220,2699,3303,218
37119000144,17778,8032,9358,388
37119000101,12309,5735,6210,364
37119000006,9212,1390,7518,304
37131LASKER,1224,896,314,14
370210023.2,2638,718,1867,53
370870000WO,1422,867,522,33
3708100H19B,4491,1849,2526,116
37081000G25,8952,3145,5567,240
37183001-51,5988,2354,3474,160
37081000G49,4829,823,3866,140
370810G40A2,5706,1956,3604,146
37183001-39,13677,3881,9316,480
37183001-04,6669,2481,4024,164
370630034-1,15409,1786,13284,339
3704300BRAS,3803,2670,1049,84
37119000067,7943,3551,4203,189
3707900SUGG,4522,2496,1977,49
37159000045,5872,3021,2691,160
3717900028B,19706,11229,8034,443
3705100CC32,5152,969,4023,160
37119000120,9320,1494,7509,317
3705100CC08,6474,3821,2498,155
37067000051,14134,7961,5769,404
37009000008,864,543,301,20
37183002-05,5767,2746,2882,139
371350000CH,6625,659,5860,106
37047000P12,1029,822,198,9
37067000101,10097,4384,5433,280
37119000110,7366,3304,3889,173
37119000115,7541,2001,5313,227
37155000033,2101,1138,919,44
37183007-11,6501,2594,3743,164
37185000011,1520,487,1011,22
3714701505A,11071,2201,8644,226
371350000EH,10762,1334,9243,185
37183004-16,11353,3565,7405,383
37011000019,1305,1172,116,17
370230047-B,5861,3590,2134,137
37119000125,6042,1408,4461,173
37119000005,6458,1058,5172,228
37081000G68,5497,105,5284,108
37119000095,8249,1587,6428,234
37009000010,1048,763,251,34
37119000119,8045,3360,4442,243
37119000131,9479,4681,4540,258
37135000WDS,2655,142,2503,10
